date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,new_death,pnew_death
07/08/2020,Mississippi,33591,33309,282,1377,34,1204,46,1
07/09/2020,Mississippi,34622,34321,301,1031,19,1215,11,0
07/10/2020,Mississippi,34622,34321,301,0,0,1215,0,0
07/11/2020,Mississippi,36287,35961,326,1665,25,1249,34,2
07/12/2020,Mississippi,36680,36354,326,393,0,1250,1,0
07/13/2020,Mississippi,37542,37198,344,862,18,1273,23,1
07/14/2020,Mississippi,37542,37198,344,0,0,1272,-1,0
07/15/2020,Mississippi,39798,39385,413,2256,69,1308,36,2
07/16/2020,Mississippi,40828,40357,471,1030,58,1333,25,3
07/17/2020,Mississippi,40829,40358,471,1,0,1332,-1,1
07/18/2020,Mississippi,42639,42131,508,1810,37,1357,25,2
07/19/2020,Mississippi,43889,43380,509,1250,1,1358,1,0
07/20/2020,Mississippi,45524,44999,525,1635,16,1389,31,0
07/21/2020,Mississippi,47071,46515,556,1547,31,1423,34,2
07/22/2020,Mississippi,48053,47468,585,982,29,1436,13,2
07/23/2020,Mississippi,49663,49050,613,1610,28,1463,27,0
07/24/2020,Mississippi,51097,50444,653,1434,40,1480,17,2
07/25/2020,Mississippi,52304,51639,665,1207,12,1495,15,0
07/26/2020,Mississippi,52304,51639,665,0,0,1495,0,0
07/27/2020,Mississippi,52957,52286,671,653,6,1501,6,0
07/28/2020,Mississippi,55804,55046,758,2847,87,1563,62,2
07/29/2020,Mississippi,57579,56770,809,1775,51,1611,48,2
07/30/2020,Mississippi,57579,56770,809,0,0,1611,0,0
07/31/2020,Mississippi,59881,59002,879,2302,70,1693,82,4
08/01/2020,Mississippi,59881,59002,879,0,0,1693,0,0
08/02/2020,Mississippi,61125,60147,978,1244,99,1711,18,2
08/03/2020,Mississippi,62199,61186,1013,1074,35,1753,42,1
08/04/2020,Mississippi,62199,61186,1013,0,0,1753,0,0
08/05/2020,Mississippi,63444,62384,1060,1245,47,1804,51,2
08/06/2020,Mississippi,64400,63302,1098,956,38,1825,21,3
08/07/2020,Mississippi,66646,65442,1204,2246,106,1874,49,9
08/08/2020,Mississippi,66646,65442,1204,0,0,1874,0,0
08/09/2020,Mississippi,67173,65906,1267,527,63,1896,22,2
08/10/2020,Mississippi,67649,66334,1315,476,48,1912,16,1
08/11/2020,Mississippi,68293,66939,1354,644,39,1944,32,0
08/12/2020,Mississippi,69374,67913,1461,1081,107,1989,45,2
08/13/2020,Mississippi,69986,68430,1556,612,95,2011,22,2
08/14/2020,Mississippi,70930,69268,1662,944,106,2043,32,9
08/15/2020,Mississippi,71755,70047,1708,825,46,2080,37,2
08/16/2020,Mississippi,72136,70350,1786,381,78,2084,4,0
08/17/2020,Mississippi,73207,71254,1953,1071,167,2128,44,2
08/18/2020,Mississippi,73207,71254,1953,0,0,2128,0,0
08/19/2020,Mississippi,75449,73085,2364,2242,411,2190,62,8
08/20/2020,Mississippi,75449,73085,2364,0,0,2190,0,0
08/21/2020,Mississippi,77268,74620,2648,1819,284,2237,47,11
08/22/2020,Mississippi,77894,75176,2718,626,70,2240,3,0
08/23/2020,Mississippi,78405,75571,2834,511,116,2248,8,0
08/24/2020,Mississippi,78405,75571,2834,0,0,2248,0,0
08/25/2020,Mississippi,79206,76228,2978,801,144,2315,67,13
08/26/2020,Mississippi,80695,77323,3372,1489,394,2399,84,29
08/27/2020,Mississippi,81294,77822,3472,599,100,2413,14,1
08/28/2020,Mississippi,81294,77822,3472,0,0,2413,0,0
08/29/2020,Mississippi,82029,78445,3584,735,112,2427,14,2
08/30/2020,Mississippi,82950,79165,3785,921,201,2473,46,8
08/31/2020,Mississippi,83584,79650,3934,634,149,2493,20,2
09/01/2020,Mississippi,83584,79650,3934,0,0,2493,0,0
09/02/2020,Mississippi,85116,80832,4284,1532,350,2536,43,7
09/03/2020,Mississippi,85116,80832,4284,0,0,2536,0,0
09/04/2020,Mississippi,85939,81530,4409,823,125,2558,22,1
09/05/2020,Mississippi,86888,82235,4653,949,244,2584,26,4
09/06/2020,Mississippi,87130,82457,4673,242,20,2585,1,0
09/07/2020,Mississippi,87379,82684,4695,249,22,2585,0,0
09/08/2020,Mississippi,87805,82943,4862,426,167,2623,38,8
09/09/2020,Mississippi,88322,83328,4994,517,132,2656,33,3
09/10/2020,Mississippi,89175,83918,5257,853,263,2670,14,2
09/11/2020,Mississippi,89620,84242,5378,445,121,2685,15,2
09/12/2020,Mississippi,89874,84451,5423,254,45,2697,12,0
09/13/2020,Mississippi,90018,84557,5461,144,38,2706,9,0
09/14/2020,Mississippi,90523,84912,5611,505,150,2734,28,8
09/15/2020,Mississippi,91234,85384,5850,711,239,2756,22,3
09/16/2020,Mississippi,91935,85944,5991,701,141,2780,24,14
09/17/2020,Mississippi,91935,85944,5991,0,0,2780,0,0
09/18/2020,Mississippi,93087,86819,6268,1152,277,2809,29,8
09/19/2020,Mississippi,93364,87045,6319,277,51,2810,1,3
09/20/2020,Mississippi,93556,87160,6396,192,77,2810,0,0
09/21/2020,Mississippi,94021,87529,6492,465,96,2846,36,2
09/22/2020,Mississippi,94573,87902,6671,552,179,2870,24,2
09/23/2020,Mississippi,95310,88403,6907,737,236,2874,4,0
09/24/2020,Mississippi,96032,88868,7164,722,257,2894,20,0
09/25/2020,Mississippi,96032,88868,7164,0,0,2894,0,0
09/26/2020,Mississippi,96859,89505,7354,827,190,2919,25,3
09/27/2020,Mississippi,97049,89676,7373,190,19,2921,2,0
09/28/2020,Mississippi,97049,89676,7373,0,0,2921,0,0
09/29/2020,Mississippi,98190,90462,7728,1141,355,2969,48,14
09/30/2020,Mississippi,98886,90980,7906,696,178,2979,10,1
10/01/2020,Mississippi,99558,91498,8060,672,154,2999,20,5
10/02/2020,Mississippi,100167,91952,8215,609,155,3011,12,2
10/03/2020,Mississippi,100488,92154,8334,321,119,3013,2,0
10/04/2020,Mississippi,100703,92313,8390,215,56,3013,0,0
10/05/2020,Mississippi,100703,92313,8390,0,0,3013,0,0
10/06/2020,Mississippi,101678,93036,8642,975,252,3027,14,3
10/07/2020,Mississippi,102241,93422,8819,563,177,3051,24,6
10/08/2020,Mississippi,103681,94506,9175,1440,356,3080,29,11
10/09/2020,Mississippi,104638,95088,9550,957,375,3096,16,3
10/10/2020,Mississippi,104932,95289,9643,294,93,3101,5,1
10/11/2020,Mississippi,104932,95289,9643,0,0,3101,0,0
10/12/2020,Mississippi,105941,95966,9975,1009,332,3115,14,4
10/13/2020,Mississippi,106817,96505,10312,876,337,3140,25,9
10/14/2020,Mississippi,108139,97236,10903,1322,591,3152,12,3
10/15/2020,Mississippi,109255,97953,11302,1116,399,3160,8,3
10/16/2020,Mississippi,110006,98475,11531,751,229,3171,11,1
10/17/2020,Mississippi,110240,98694,11546,234,15,3171,0,0
10/18/2020,Mississippi,110592,98947,11645,352,99,3171,0,0
10/19/2020,Mississippi,111322,99451,11871,730,226,3202,31,7
10/20/2020,Mississippi,112123,99919,12204,801,333,3223,21,5
10/21/2020,Mississippi,113081,100465,12616,958,412,3231,8,1
10/22/2020,Mississippi,113876,100939,12937,795,321,3238,7,1
10/23/2020,Mississippi,115088,101683,13405,1212,468,3255,17,5
10/24/2020,Mississippi,115316,101871,13445,228,40,3257,2,0
10/25/2020,Mississippi,115763,102211,13552,447,107,3263,6,1
10/26/2020,Mississippi,116617,102599,14018,854,466,3283,20,7
10/27/2020,Mississippi,117617,103214,14403,1000,385,3302,19,4
10/28/2020,Mississippi,118587,103844,14743,970,340,3310,8,2
10/29/2020,Mississippi,119336,104312,15024,749,281,3328,18,5
10/30/2020,Mississippi,120160,104847,15313,824,289,3334,6,2
10/31/2020,Mississippi,120500,105098,15402,340,89,3348,14,6
11/01/2020,Mississippi,120865,105370,15495,365,93,3348,0,0
11/02/2020,Mississippi,121509,105745,15764,644,269,3384,36,10
11/03/2020,Mississippi,122275,106024,16251,766,487,3397,13,4
11/04/2020,Mississippi,123887,106882,17005,1612,754,3405,8,0
11/05/2020,Mississippi,124854,107405,17449,967,444,3419,14,4
11/06/2020,Mississippi,125885,107926,17959,1031,510,3433,14,7
11/07/2020,Mississippi,126689,108217,18472,804,513,3443,10,8
11/08/2020,Mississippi,127205,108533,18672,516,200,3443,0,0
11/09/2020,Mississippi,128138,109087,19051,933,379,3480,37,14
11/10/2020,Mississippi,129394,109679,19715,1256,664,3497,17,4
11/11/2020,Mississippi,130665,110244,20421,1271,706,3514,17,7
11/12/2020,Mississippi,131970,110930,21040,1305,619,3519,5,1
11/13/2020,Mississippi,133340,111720,21620,1370,580,3540,21,9
11/14/2020,Mississippi,134309,112266,22043,969,423,3543,3,0
11/15/2020,Mississippi,134898,112610,22288,589,245,3545,2,1
11/16/2020,Mississippi,135803,113195,22608,905,320,3581,36,6
11/17/2020,Mississippi,137396,114043,23353,1593,745,3601,20,8
11/18/2020,Mississippi,138791,114888,23903,1395,550,3619,18,3
11/19/2020,Mississippi,140429,115817,24612,1638,709,3642,23,3
11/20/2020,Mississippi,142401,116768,25633,1972,1021,3657,15,6
11/21/2020,Mississippi,143180,117309,25871,779,238,3676,19,10
11/22/2020,Mississippi,143879,117670,26209,699,338,3676,0,0
11/23/2020,Mississippi,144544,118063,26481,665,272,3729,53,17
01/22/2020,Georgia,0,,,0,,0,0,
01/23/2020,Georgia,0,,,0,,0,0,
01/24/2020,Georgia,0,,,0,,0,0,
01/25/2020,Georgia,0,,,0,,0,0,
01/26/2020,Georgia,0,,,0,,0,0,
01/27/2020,Georgia,0,,,0,,0,0,
01/28/2020,Georgia,0,,,0,,0,0,
01/29/2020,Georgia,0,,,0,,0,0,
01/30/2020,Georgia,0,,,0,,0,0,
01/31/2020,Georgia,0,,,0,,0,0,
02/01/2020,Georgia,0,,,0,,0,0,
02/02/2020,Georgia,0,,,0,,0,0,
02/03/2020,Georgia,0,,,0,,0,0,
02/04/2020,Georgia,0,,,0,,0,0,
02/05/2020,Georgia,0,,,0,,0,0,
02/06/2020,Georgia,0,,,0,,0,0,
02/07/2020,Georgia,0,,,0,,0,0,
02/08/2020,Georgia,0,,,0,,0,0,
02/09/2020,Georgia,0,,,0,,0,0,
02/10/2020,Georgia,0,,,0,,0,0,
02/11/2020,Georgia,0,,,0,,0,0,
02/12/2020,Georgia,0,,,0,,0,0,
02/13/2020,Georgia,0,,,0,,0,0,
02/14/2020,Georgia,0,,,0,,0,0,
02/15/2020,Georgia,0,,,0,,0,0,
02/16/2020,Georgia,0,,,0,,0,0,
02/17/2020,Georgia,0,,,0,,0,0,
02/18/2020,Georgia,0,,,0,,0,0,
02/19/2020,Georgia,0,,,0,,0,0,
02/20/2020,Georgia,0,,,0,,0,0,
02/21/2020,Georgia,0,,,0,,0,0,
02/22/2020,Georgia,0,,,0,,0,0,
02/23/2020,Georgia,0,,,0,,0,0,
02/24/2020,Georgia,0,,,0,,0,0,
02/25/2020,Georgia,0,,,0,,0,0,
02/26/2020,Georgia,0,,,0,,0,0,
02/27/2020,Georgia,0,,,0,,0,0,
02/28/2020,Georgia,0,,,0,,0,0,
02/29/2020,Georgia,2,2,0,2,0,0,0,
03/01/2020,Georgia,2,2,0,0,0,0,0,
03/02/2020,Georgia,3,3,0,1,0,0,0,
03/03/2020,Georgia,5,5,0,2,0,0,0,
03/04/2020,Georgia,7,7,0,2,0,0,0,
03/05/2020,Georgia,2,,,-5,,0,0,
03/06/2020,Georgia,8,8,0,6,0,0,0,
03/07/2020,Georgia,11,11,0,3,0,0,0,
03/08/2020,Georgia,17,17,0,6,0,0,0,
03/09/2020,Georgia,26,26,0,9,0,0,0,
03/10/2020,Georgia,39,39,0,13,0,0,0,
03/11/2020,Georgia,55,55,0,16,0,0,0,
03/12/2020,Georgia,88,88,0,33,0,1,1,
03/13/2020,Georgia,115,115,0,27,0,1,0,
03/14/2020,Georgia,139,139,0,24,0,1,0,
03/15/2020,Georgia,191,191,0,52,0,1,0,
03/16/2020,Georgia,240,240,0,49,0,1,0,
03/17/2020,Georgia,283,283,0,43,0,1,0,
03/18/2020,Georgia,378,378,0,95,0,6,5,
03/19/2020,Georgia,493,493,0,115,0,13,7,
03/20/2020,Georgia,615,615,0,122,0,14,1,
03/21/2020,Georgia,701,700,1,86,1,20,6,
03/22/2020,Georgia,856,855,1,155,0,25,5,
03/23/2020,Georgia,1077,1076,1,221,0,31,6,
03/24/2020,Georgia,1259,1258,1,182,0,38,7,
03/25/2020,Georgia,1540,1539,1,281,0,47,9,
03/26/2020,Georgia,1843,1841,2,303,1,60,13,
03/27/2020,Georgia,2367,2365,2,524,0,65,5,
03/28/2020,Georgia,2592,2590,2,225,0,79,14,
03/29/2020,Georgia,2835,2833,2,243,0,84,5,
03/30/2020,Georgia,3224,3222,2,389,0,103,19,
03/31/2020,Georgia,4236,4234,2,1012,0,130,27,
04/01/2020,Georgia,4806,4804,2,570,0,154,24,
04/02/2020,Georgia,5443,5441,2,637,0,176,22,
04/03/2020,Georgia,5931,5929,2,488,0,198,22,
04/04/2020,Georgia,6353,6351,2,422,0,208,10,
04/05/2020,Georgia,6649,6647,2,296,0,219,11,
04/06/2020,Georgia,7388,7384,4,739,2,319,100,
04/07/2020,Georgia,8950,8945,5,1562,1,351,32,
04/08/2020,Georgia,10080,10074,6,1130,1,371,20,
04/09/2020,Georgia,10693,10686,7,613,1,413,42,
04/10/2020,Georgia,11627,11620,7,934,0,420,7,
04/11/2020,Georgia,12046,12039,7,419,0,432,12,
04/12/2020,Georgia,12203,12196,7,157,0,447,15,
04/13/2020,Georgia,13289,13282,7,1086,0,481,34,
04/14/2020,Georgia,14133,14126,7,844,0,526,45,
04/15/2020,Georgia,14819,14812,7,686,0,579,53,
04/16/2020,Georgia,15808,15801,7,989,0,624,45,
04/17/2020,Georgia,16716,16709,7,908,0,661,37,
04/18/2020,Georgia,17068,17059,9,352,2,670,9,
04/19/2020,Georgia,17573,17564,9,505,0,691,21,0
04/20/2020,Georgia,18416,18407,9,843,0,782,91,
04/21/2020,Georgia,19028,19019,9,612,0,821,39,0
04/22/2020,Georgia,19925,19915,10,897,1,838,17,0
04/23/2020,Georgia,20856,20845,11,931,1,873,35,0
04/24/2020,Georgia,21537,21526,11,681,0,899,26,0
04/25/2020,Georgia,22223,22212,11,686,0,897,-2,0
04/26/2020,Georgia,22494,22483,11,271,0,912,15,0
04/27/2020,Georgia,23268,23257,11,774,0,944,32,0
04/28/2020,Georgia,23850,23839,11,582,0,1025,81,0
04/29/2020,Georgia,24704,24693,11,854,0,1054,29,0
04/30/2020,Georgia,25241,25230,11,537,0,1111,57,0
05/01/2020,Georgia,26176,26165,11,935,0,1167,56,0
05/02/2020,Georgia,26557,26546,11,381,0,1174,7,0
05/03/2020,Georgia,26841,26829,12,284,1,1178,4,0
05/04/2020,Georgia,27594,27581,13,753,1,1211,33,0
05/05/2020,Georgia,28196,28182,14,602,1,1258,47,0
05/06/2020,Georgia,28998,28983,15,802,1,1327,69,0
05/07/2020,Georgia,29819,29803,16,821,1,1336,9,0
05/08/2020,Georgia,30363,30346,17,544,1,1362,26,0
05/09/2020,Georgia,30670,30653,17,307,0,1404,42,0
05/10/2020,Georgia,31546,31529,17,876,0,1404,0,0
05/11/2020,Georgia,32005,31988,17,459,0,1442,38,0
05/12/2020,Georgia,32773,32756,17,768,0,1464,22,0
05/13/2020,Georgia,33331,33313,18,558,1,1505,41,0
05/14/2020,Georgia,33657,33638,19,326,1,1527,22,0
05/15/2020,Georgia,34270,34249,21,613,2,1557,30,0
05/16/2020,Georgia,34832,34811,21,562,0,1592,35,0
05/17/2020,Georgia,35455,35433,22,623,1,1606,14,0
05/18/2020,Georgia,36117,36095,22,662,0,1642,36,0
05/19/2020,Georgia,36889,36867,22,772,0,1668,26,0
05/20/2020,Georgia,37669,37647,22,780,0,1689,21,0
05/21/2020,Georgia,38356,38334,22,687,0,1758,69,0
05/22/2020,Georgia,39387,39365,22,1031,0,1808,50,0
05/23/2020,Georgia,40366,40344,22,979,0,1814,6,0
05/24/2020,Georgia,41090,41068,22,724,0,1827,13,0
05/25/2020,Georgia,41622,41600,22,532,0,1830,3,0
05/26/2020,Georgia,41972,41948,24,350,2,1874,44,0
05/27/2020,Georgia,42681,42657,24,709,0,1909,35,0
05/28/2020,Georgia,43519,43495,24,838,0,1973,64,0
05/29/2020,Georgia,44145,44116,29,626,5,1971,-2,0
05/30/2020,Georgia,44883,44854,29,738,0,2003,32,0
05/31/2020,Georgia,45612,45583,29,729,0,2052,49,0
06/01/2020,Georgia,46501,46470,31,889,2,2074,22,0
06/02/2020,Georgia,47079,47048,31,578,0,2102,28,0
06/03/2020,Georgia,47802,47771,31,723,0,2123,21,0
06/04/2020,Georgia,48744,48713,31,942,0,2147,24,0
06/05/2020,Georgia,49543,49511,32,799,1,2174,27,0
06/06/2020,Georgia,50126,50094,32,583,0,2160,-14,0
06/07/2020,Georgia,50650,50618,32,524,0,2180,20,0
06/08/2020,Georgia,51298,51242,56,648,24,2208,28,0
06/09/2020,Georgia,52106,51972,134,808,78,2285,77,0
06/10/2020,Georgia,52910,52704,206,804,72,2329,44,0
06/11/2020,Georgia,54011,53687,324,1101,118,2375,46,0
06/12/2020,Georgia,54974,54566,408,963,84,2418,43,0
06/13/2020,Georgia,56017,55602,415,1043,7,2446,28,0
06/14/2020,Georgia,56869,56453,416,852,1,2451,5,0
06/15/2020,Georgia,57720,57189,531,851,115,2494,43,0
06/16/2020,Georgia,58590,57943,647,870,116,2529,35,0
06/17/2020,Georgia,59684,58933,751,1094,104,2575,46,0
06/18/2020,Georgia,60707,59891,816,1023,65,2605,30,0
06/19/2020,Georgia,61974,61108,866,1267,50,2636,31,0
06/20/2020,Georgia,63788,62908,880,1814,14,2642,6,0
06/21/2020,Georgia,64673,63793,880,885,0,2643,1,0
06/22/2020,Georgia,65944,65005,939,1271,59,2648,5,0
06/23/2020,Georgia,67804,66754,1050,1860,111,2687,39,0
06/24/2020,Georgia,69639,68539,1100,1835,50,2698,11,0
06/25/2020,Georgia,71382,70223,1159,1743,59,2745,47,0
06/26/2020,Georgia,73458,72148,1310,2076,151,2770,25,0
06/27/2020,Georgia,75410,74091,1319,1952,9,2776,6,0
06/28/2020,Georgia,77596,76260,1336,2186,17,2778,2,0
06/29/2020,Georgia,79701,78249,1452,2105,116,2784,6,0
06/30/2020,Georgia,81677,80122,1555,1976,103,2805,21,0
07/01/2020,Georgia,84688,83056,1632,3011,77,2827,22,0
07/02/2020,Georgia,88233,86516,1717,3545,85,2849,22,0
07/03/2020,Georgia,91044,89293,1751,2811,34,2856,7,0
07/04/2020,Georgia,93772,92020,1752,2728,1,2857,1,0
07/05/2020,Georgia,95892,94124,1768,2120,16,2860,3,0
07/06/2020,Georgia,97534,95651,1883,1642,115,2878,18,0
07/07/2020,Georgia,101000,99013,1987,3466,104,2899,21,0
07/08/2020,Georgia,104495,102427,2068,3495,81,2922,23,0
07/09/2020,Georgia,107333,105053,2280,2838,212,2930,8,0
07/10/2020,Georgia,111956,109489,2467,4623,187,2965,35,0
07/11/2020,Georgia,115157,112678,2479,3201,12,2996,31,0
07/12/2020,Georgia,117728,115245,2483,2571,4,3001,5,0
07/13/2020,Georgia,121518,118858,2660,3790,177,3026,25,0
07/14/2020,Georgia,125091,122236,2855,3573,195,3054,28,0
07/15/2020,Georgia,129193,126003,3190,4102,335,3091,37,0
07/16/2020,Georgia,132869,129411,3458,3676,268,3104,13,0
07/17/2020,Georgia,137102,133393,3709,4233,251,3132,28,0
07/18/2020,Georgia,141845,138084,3761,4743,52,3168,36,0
07/19/2020,Georgia,145038,141248,3790,3193,29,3173,5,0
07/20/2020,Georgia,147804,143697,4107,2766,317,3176,3,0
07/21/2020,Georgia,151536,147239,4297,3732,190,3254,78,0
07/22/2020,Georgia,155083,150531,4552,3547,255,3335,81,0
07/23/2020,Georgia,159615,154759,4856,4532,304,3360,25,0
07/24/2020,Georgia,164638,159543,5095,5023,239,3442,82,0
07/25/2020,Georgia,168460,163314,5146,3822,51,3495,53,0
07/26/2020,Georgia,171200,165983,5217,2740,71,3498,3,0
07/27/2020,Georgia,174277,168834,5443,3077,226,3509,11,0
07/28/2020,Georgia,178676,173066,5610,4399,167,3563,54,0
07/29/2020,Georgia,182243,176397,5846,3567,236,3642,79,0
07/30/2020,Georgia,186426,180367,6059,4183,213,3671,29,0
07/31/2020,Georgia,190734,184447,6287,4308,228,3752,81,0
08/01/2020,Georgia,194466,188100,6366,3732,79,3825,73,0
08/02/2020,Georgia,197628,191240,6388,3162,22,3840,15,0
08/03/2020,Georgia,200166,193481,6685,2538,297,3842,2,0
08/04/2020,Georgia,202908,196016,6892,2742,207,3921,79,0
08/05/2020,Georgia,206796,199756,7040,3888,148,3984,63,0
08/06/2020,Georgia,210160,202946,7214,3364,174,4026,42,0
08/07/2020,Georgia,214367,207001,7366,4207,152,4117,91,0
08/08/2020,Georgia,218789,211375,7414,4422,48,4186,69,0
08/09/2020,Georgia,221951,214506,7445,3162,31,4199,13,0
08/10/2020,Georgia,224627,216912,7715,2676,270,4229,30,0
08/11/2020,Georgia,228381,220443,7938,3754,223,4351,122,0
08/12/2020,Georgia,232148,223995,8153,3767,215,4456,105,0
08/13/2020,Georgia,234964,226611,8353,2816,200,4538,82,0
08/14/2020,Georgia,238304,229774,8530,3340,177,4573,35,0
08/15/2020,Georgia,241640,233026,8614,3336,84,4573,0,0
08/16/2020,Georgia,243529,234873,8656,1889,42,4702,129,0
08/17/2020,Georgia,245486,236695,8791,1957,135,4727,25,0
08/18/2020,Georgia,248712,239506,9206,3226,415,4794,67,0
08/19/2020,Georgia,251224,241862,9362,2512,156,4849,55,0
08/20/2020,Georgia,254163,244623,9540,2939,178,4904,55,0
08/21/2020,Georgia,257532,247560,9972,3369,432,4998,94,0
08/22/2020,Georgia,260287,250115,10172,2755,200,5092,94,0
08/23/2020,Georgia,262099,251839,10260,1812,88,5132,40,0
08/24/2020,Georgia,264540,254049,10491,2441,231,5156,24,0
08/25/2020,Georgia,267034,256240,10794,2494,303,5262,106,0
08/26/2020,Georgia,269637,258526,11111,2603,317,5311,49,0
08/27/2020,Georgia,272456,261033,11423,2819,312,5393,82,0
08/28/2020,Georgia,275134,263374,11760,2678,337,5471,78,0
08/29/2020,Georgia,277688,265751,11937,2554,177,5576,105,0
08/30/2020,Georgia,279049,267031,12018,1361,81,5604,28,0
08/31/2020,Georgia,280769,268533,12236,1720,218,5633,29,0
09/01/2020,Georgia,283281,270774,12507,2512,271,5733,100,0
09/02/2020,Georgia,285667,272755,12912,2386,405,5795,62,0
09/03/2020,Georgia,288640,275441,13199,2973,287,5868,73,0
09/04/2020,Georgia,290938,277494,13444,2298,245,5931,63,0
09/05/2020,Georgia,293208,279688,13520,2270,76,5977,46,0
09/06/2020,Georgia,294887,281333,13554,1679,34,6037,60,0
09/07/2020,Georgia,295685,281928,13757,798,203,6044,7,0
09/08/2020,Georgia,297429,283428,14001,1744,244,6070,26,0
09/09/2020,Georgia,299621,285388,14233,2192,232,6128,58,0
09/10/2020,Georgia,301835,287234,14601,2214,368,6204,76,0
09/11/2020,Georgia,303951,289072,14879,2116,278,6246,42,0
09/12/2020,Georgia,306156,291174,14982,2205,103,6287,41,0
09/13/2020,Georgia,307634,292599,15035,1478,53,6444,157,0
09/14/2020,Georgia,309018,293632,15386,1384,351,6353,-91,0
09/15/2020,Georgia,310866,295177,15689,1848,303,6398,45,0
09/16/2020,Georgia,313535,297358,16177,2669,488,6419,21,0
09/17/2020,Georgia,315618,299205,16413,2083,236,6474,55,0
09/18/2020,Georgia,317825,301043,16782,2207,369,6537,63,0
09/19/2020,Georgia,320113,303250,16863,2288,81,6599,62,0
09/20/2020,Georgia,321265,304358,16907,1152,44,6602,3,0
09/21/2020,Georgia,322650,305531,17119,1385,212,6604,2,0
09/22/2020,Georgia,323859,306533,17326,1209,207,6677,73,0
09/23/2020,Georgia,325550,308066,17484,1691,158,6773,96,0
09/24/2020,Georgia,327158,309468,17690,1608,206,6822,49,0
09/25/2020,Georgia,329170,310996,18174,2012,484,6874,52,0
09/26/2020,Georgia,330612,312348,18264,1442,90,6914,40,0
09/27/2020,Georgia,331487,313160,18327,875,63,6946,32,0
09/28/2020,Georgia,332443,313766,18677,956,350,6961,15,0
09/29/2020,Georgia,333811,314813,18998,1368,321,6994,33,0
09/30/2020,Georgia,335717,316495,19222,1906,224,7021,27,0
10/01/2020,Georgia,337302,317818,19484,1585,262,7063,42,0
10/02/2020,Georgia,338824,319107,19717,1522,233,7106,43,0
10/03/2020,Georgia,340362,320567,19795,1538,78,7134,28,0
10/04/2020,Georgia,341302,321438,19864,940,69,7162,28,0
10/05/2020,Georgia,342421,322235,20186,1119,322,7192,30,0
10/06/2020,Georgia,344399,323188,21211,1978,1025,7229,37,0
10/07/2020,Georgia,346195,324666,21529,1796,318,7259,30,0
10/08/2020,Georgia,348022,325929,22093,1827,564,7294,35,0
10/09/2020,Georgia,350033,327589,22444,2011,351,7348,54,0
10/10/2020,Georgia,351369,328849,22520,1336,76,7393,45,0
10/11/2020,Georgia,352587,329997,22590,1218,70,7416,23,0
10/12/2020,Georgia,353768,330928,22840,1181,250,7429,13,0
10/13/2020,Georgia,355093,331939,23154,1325,314,7454,25,0
10/14/2020,Georgia,356669,333228,23441,1576,287,7470,16,0
10/15/2020,Georgia,358533,334884,23649,1864,208,7492,22,0
10/16/2020,Georgia,360530,336558,23972,1997,323,7556,64,0
10/17/2020,Georgia,362517,338094,24423,1987,451,7607,51,0
10/18/2020,Georgia,363775,339269,24506,1258,83,7638,31,0
10/19/2020,Georgia,364909,340031,24878,1134,372,7657,19,0
10/20/2020,Georgia,366409,341187,25222,1500,344,7674,17,0
10/21/2020,Georgia,368010,342514,25496,1601,274,7704,30,0
10/22/2020,Georgia,370047,344310,25737,2037,241,7729,25,0
10/23/2020,Georgia,372888,346543,26345,2841,608,7766,37,0
10/24/2020,Georgia,374841,348385,26456,1953,111,7808,42,0
10/25/2020,Georgia,376207,349684,26523,1366,67,7809,1,0
10/26/2020,Georgia,377553,350653,26900,1346,377,7827,18,0
10/27/2020,Georgia,379592,352254,27338,2039,438,7844,17,0
10/28/2020,Georgia,382261,353967,28294,2669,956,7876,32,0
10/29/2020,Georgia,384453,355811,28642,2192,348,7923,47,0
10/30/2020,Georgia,386257,357328,28929,1804,287,7955,32,0
10/31/2020,Georgia,388993,359903,29090,2736,161,7979,24,0
11/01/2020,Georgia,390428,361178,29250,1435,160,7981,2,0
11/02/2020,Georgia,391785,362190,29595,1357,345,7999,18,0
11/03/2020,Georgia,393834,363890,29944,2049,349,8029,30,0
11/04/2020,Georgia,396607,365770,30837,2773,893,8072,43,0
11/05/2020,Georgia,399017,367757,31260,2410,423,8126,54,0
11/06/2020,Georgia,401779,369540,32239,2762,979,8156,30,0
11/07/2020,Georgia,403851,371309,32542,2072,303,8193,37,0
11/08/2020,Georgia,405256,372561,32695,1405,153,8194,1,0
11/09/2020,Georgia,406904,373669,33235,1648,540,8223,29,0
11/10/2020,Georgia,411183,375672,35511,4279,2276,8730,507,466
11/11/2020,Georgia,413415,377336,36079,2232,568,8333,-397,-466
11/12/2020,Georgia,416217,379873,36344,2802,265,8881,548,478
11/13/2020,Georgia,419870,382505,37365,3653,1021,8905,24,9
11/14/2020,Georgia,422905,384997,37908,3035,543,8956,51,7
11/15/2020,Georgia,424989,386949,38040,2084,132,8957,1,1
11/16/2020,Georgia,426236,387930,38306,1247,266,8967,10,1
11/17/2020,Georgia,430571,391466,39105,4335,799,9008,41,16
11/18/2020,Georgia,433732,393980,39752,3161,647,9065,57,17
11/19/2020,Georgia,437156,396641,40515,3424,763,9102,37,4
11/20/2020,Georgia,440591,399407,41184,3435,669,9142,40,18
